Model,cv_results,Train_Accuracy,Precision,Recall,F1_score,Val_Accuracy
logistic_reg,0.7567807050467947,0.7527777777777778,0.7532780801583374,0.7527777777777778,0.7526556324110671,0.68
ridge_clf,0.7650722542584827,0.7652777777777777,0.7656241549551499,0.7652777777777777,0.7652012326549358,0.68
random_forest,0.8106787093609862,1.0,1.0,1.0,1.0,0.71
ExtraTrees_clf,0.8130086493302601,1.0,1.0,1.0,1.0,0.75
XGB_clf,0.8176837491895775,1.0,1.0,1.0,1.0,0.72
